,index,name,uri,site,hash,min,max,currency
248,249,NLP Software Developer / NLP программист-разработчик,https://krasnogorsk.hh.ru/vacancy/36741840?query=ML,hh.ru,8d2357fcdb33221e51f3b6a1d40b14671d09f360,120000,,руб.
249,250,DevOps инженер,https://krasnogorsk.hh.ru/vacancy/37120542?query=ML,hh.ru,c98ef0c4e452b46c0a3c4a2852468bc37c6c5901,,,
250,251,Специалист-аналитик отдела валидации риск-моделей,https://krasnogorsk.hh.ru/vacancy/32863135?query=ML,hh.ru,2723f39d0d119e13526340ea502d932c3d864c7f,,,
251,252,Data Scientist,https://krasnogorsk.hh.ru/vacancy/36951571?query=ML,hh.ru,ce411eb594c2346366f6e46f9f3e4be20d092ae0,,,
252,253,Senior data scientist,https://krasnogorsk.hh.ru/vacancy/36694503?query=ML,hh.ru,10810392110b49284ca9c91b2ca9c20cef774028,,,
253,254,Аналитик Направления моделирования и оперативного анализа,https://krasnogorsk.hh.ru/vacancy/36955020?query=ML,hh.ru,9345bef336e1b2e839667942d74a5302c2692f20,,,
254,255,Machine Learning Product Owner,https://krasnogorsk.hh.ru/vacancy/36943527?query=ML,hh.ru,74984a28cb5883d864c6e396c336b398feb8abfd,,,
255,256,Системный аналитик (Big Data),https://krasnogorsk.hh.ru/vacancy/36877190?query=ML,hh.ru,34cfabc29bb29d1374c41c82fad33f846d3f5fc2,,,
256,257,ASR Разработчик (Центр искусственного интеллекта),https://krasnogorsk.hh.ru/vacancy/36936575?query=ML,hh.ru,99e519815488d0a0d67c69c4d60d609428319557,,,
257,258,Разработчик/DevOps в команде Data Science,https://krasnogorsk.hh.ru/vacancy/36933963?query=ML,hh.ru,e3680f2343990da5d9bec93ad79c0629f57cdd29,,,
258,259,Главный инженер сопровождения Автоматизированной Системы Интеллектуального Распознавания Документов,https://krasnogorsk.hh.ru/vacancy/36961543?query=ML,hh.ru,869e311f7abd6586affb2f8201d548812a3b45d2,,,
259,260,Senior Android Developer,https://krasnogorsk.hh.ru/vacancy/36741997?query=ML,hh.ru,93f156c8769652bf0c3754e8675366e127a9b951,,,
260,261,Middle Data Scientist,https://krasnogorsk.hh.ru/vacancy/37064295?query=ML,hh.ru,738af1aad6b0b914c7fb6c09c92183b71cc489b5,,,
261,262,Менеджер продукта (Product owner),https://krasnogorsk.hh.ru/vacancy/37059618?query=ML,hh.ru,377d7b9c67dd96634e7b1bc4edca834d64ab55df,,,
